name,time,AccX,AccY,AccZ,MagX,MagY,MagZ,deposit,gas,id,latitude,longitude,temperature
vehicledataset,1636540824613000000,0.03173925,-0.12756737,1.3301187,13,38,67,0,0,,41.79165,1.9593833,26.97538
vehicledataset,1636540825613000000,-0.0034180731,0.012329478,1.2123173,17,35,67,0,0,,41.79165,1.9593833,26.927456
vehicledataset,1636540826613000000,-0.31287576,-0.23096408,1.0190741,19,38,65,0,0,,41.791833,1.95935,26.831612
vehicledataset,1636540827613000000,-0.091189306,-0.25501267,0.94094668,16,38,68,0,0,,41.791833,1.95935,26.831612
vehicledataset,1636540828613000000,-0.21729179,0.066530351,1.1208838,20,38,66,0,0,,41.79205,1.95935,26.927456
vehicledataset,1636540829613000000,-0.25305948,0.34986419,0.65590381,25,38,63,0,0,,41.79205,1.95935,26.831612
vehicledataset,1636540830613000000,-0.019287698,-0.28553117,0.98281808,19,37,62,0,0,,41.792283,1.9593333,26.927456
vehicledataset,1636540831613000000,-0.49208045,0.0034180731,1.0415357,16,34,64,0,0,,41.792283,1.9593333,26.783688
vehicledataset,1636540832613000000,-0.4062624,-0.33924375,1.112949,16,31,66,0,0,,41.7925,1.9592833,26.927456
vehicledataset,1636540833613000000,-0.080568865,-0.45179601,1.4466994,12,31,71,0,0,,41.7925,1.9592833,26.97538
vehicledataset,1636540834613000000,-0.041261025,0.018555254,1.3867611,9,32,65,0,0,,41.792717,1.9591667,26.639919
vehicledataset,1636540835613000000,-0.38795129,-0.27210303,0.70033876,8,28,72,0,0,,41.792717,1.9591667,26.97538
vehicledataset,1636540836613000000,-0.14062929,0.085085604,0.87612537,12,29,70,0,0,,41.792933,1.959,27.119148
vehicledataset,1636540837613000000,-0.29627369,0.42640461,0.75649281,7,25,72,0,0,,41.792933,1.959,27.023302
vehicledataset,1636540838613000000,-0.1617481,0.33423872,1.4280221,1,18,72,0,0,,41.793117,1.9587833,26.927456
vehicledataset,1636540839613000000,-0.021729179,0.015381329,1.1681265,-3,16,74,0,0,,41.793117,1.9587833,26.831612
vehicledataset,1636540840613000000,-0.0073244423,0.038819544,0.78017518,-5,14,70,0,0,,41.793283,1.9585,26.927456
vehicledataset,1636540841613000000,-0.33118686,0.00036622211,1.0111393,-4,16,73,0,0,,41.793283,1.9585,26.831612
vehicledataset,1636540842613000000,-0.18079165,0.060426649,0.92483291,-6,19,65,0,0,,41.7934,1.9581833,26.831612
vehicledataset,1636540843613000000,-0.19019135,0.05017243,1.071688,-4,18,69,0,0,,41.7934,1.9581833,26.97538
vehicledataset,1636540844613000000,-0.086428419,0.20422987,1.3246254,-8,17,72,0,0,,41.7935,1.9578833,27.16707
vehicledataset,1636540845613000000,-0.12512589,0.21448408,1.1998657,-7,19,65,0,0,,41.7935,1.9578833,26.97538
vehicledataset,1636540846613000000,-0.042603839,-0.20496231,1.1201514,-3,17,68,0,0,,41.7936,1.9576,27.023302
vehicledataset,1636540847613000000,0.036133915,0.097170934,1.1258889,-8,14,71,0,0,,41.7936,1.9576,27.262917
vehicledataset,1636540848613000000,-0.088991974,0.17175817,0.84450819,-10,15,67,0,0,,41.793683,1.9573333,27.119148
vehicledataset,1636540849613000000,-0.39820551,-0.011352886,1.0426344,-4,20,66,0,0,,41.793683,1.9573333,27.119148
vehicledataset,1636540850613000000,-0.75380718,0.01843318,1.0415357,-7,16,65,0,0,,41.793767,1.9571,27.023302
vehicledataset,1636540851613000000,-0.26685385,-0.023804437,1.0559404,-6,20,67,0,0,,41.793767,1.9571,26.97538
vehicledataset,1636540852613000000,-0.17969298,0.10144353,1.0633869,-9,16,65,0,0,,41.79385,1.9568833,26.97538
vehicledataset,1636540853613000000,-0.25269326,0.086428419,0.89162877,-4,18,69,0,0,,41.79385,1.9568833,27.16707
vehicledataset,1636540854613000000,-0.18250069,0.028199103,0.97866756,-6,11,66,0,0,,41.793883,1.9568,27.262917
vehicledataset,1636540855613000000,-0.22070986,-0.010132145,1.116245,-6,10,71,0,0,,41.793883,1.9568,27.023302
vehicledataset,1636540856613000000,-0.17017121,-0.057008576,1.0061342,-5,14,72,0,0,,41.7939,1.9567667,26.97538
vehicledataset,1636540857613000000,-0.15222633,0.036988433,0.93398846,-5,12,72,0,0,,41.7939,1.9567667,27.16707
vehicledataset,1636540858613000000,-0.075563829,-0.0078127384,1.0248115,-4,12,72,0,0,,41.7939,1.95675,27.16707
vehicledataset,1636540859613000000,-0.00012207404,-0.0058595538,1.1988891,-4,11,69,0,0,,41.793917,1.95675,27.119148
vehicledataset,1636540860613000000,0.4278695,-0.046754357,1.1257668,-13,6,67,0,0,,41.793917,1.95675,27.023302
vehicledataset,1636540861613000000,0.45216224,-0.2633137,0.7297586,-7,15,64,0,0,,41.793917,1.9567167,27.119148
vehicledataset,1636540862613000000,-0.14807581,0.15417951,1.0935392,-8,20,69,0,0,,41.793917,1.9567167,27.119148
vehicledataset,1636540863613000000,0.071779534,0.16919462,0.80886258,-8,21,66,0,0,,41.79395,1.9565667,27.16707
vehicledataset,1636540864613000000,-0.052735984,0.60377819,1.0228584,-13,19,57,0,0,,41.79395,1.9565667,27.262917
vehicledataset,1636540865613000000,-0.11365093,0.010620441,0.73574023,-10,29,51,0,0,,41.794033,1.9563833,27.262917
vehicledataset,1636540866613000000,-0.13061922,0.21485031,1.3238929,-7,32,59,0,0,,41.794033,1.9563833,27.023302
vehicledataset,1636540867613000000,-0.12195196,-0.013183996,1.1868038,6,37,61,0,0,,41.794167,1.9562,27.310841
vehicledataset,1636540868613000000,-0.024048585,0.043946654,0.86184271,12,39,67,0,0,,41.794167,1.9562,27.023302
vehicledataset,1636540869613000000,-0.17529832,0.025513474,1.0967132,13,36,69,0,0,,41.794367,1.9561,27.16707
vehicledataset,1636540870613000000,0.0017090365,0.19116794,1.0498367,14,35,67,0,0,,41.794367,1.9561,27.023302
vehicledataset,1636540871613000000,-0.19507431,-0.053712577,0.9831843,15,35,67,0,0,,41.7946,1.95605,27.119148
vehicledataset,1636540872613000000,-0.29273354,-0.059083834,0.76638081,22,30,65,0,0,,41.7946,1.95605,27.119148
vehicledataset,1636540873613000000,-0.39747307,-0.089114048,0.99209571,20,30,69,0,0,,41.794783,1.9560333,27.358763
vehicledataset,1636540874613000000,-0.25098422,-0.0023194067,0.78786584,19,33,69,0,0,,41.794783,1.9560333,27.310841
vehicledataset,1636540875613000000,-0.069582202,0.081667531,1.0976897,20,31,68,0,0,,41.794967,1.956,27.262917
vehicledataset,1636540876613000000,-0.053834651,0.093020417,1.0141911,19,32,69,0,0,,41.794967,1.956,27.310841
vehicledataset,1636540877613000000,-0.11902219,0.036744285,0.70680868,21,36,66,0,0,,41.795133,1.9559667,27.262917
vehicledataset,1636540878613000000,-0.40821558,-0.031983398,0.97061068,19,32,64,0,0,,41.795133,1.9559667,27.358763
vehicledataset,1636540879613000000,-0.18482009,-0.040528581,0.95095676,21,32,66,0,0,,41.795283,1.9559333,27.454609
vehicledataset,1636540880613000000,0.13440352,0.015991699,0.83559679,21,34,64,0,0,,41.795283,1.9559333,27.310841
vehicledataset,1636540881613000000,0.098879971,-0.17261269,0.99197363,20,32,61,0,0,,41.795467,1.9559167,27.454609
vehicledataset,1636540882613000000,0.14734336,0.03295999,1.2148808,18,33,64,0,0,,41.795467,1.9559167,27.16707
vehicledataset,1636540883613000000,-0.24695578,-0.17883847,0.2722251,21,36,60,0,0,,41.795633,1.9559,27.310841
vehicledataset,1636540884613000000,0.11243019,0.06591998,1.0559404,18,34,66,0,0,,41.795633,1.9559,27.454609
vehicledataset,1636540885613000000,-0.090578936,0.064333018,1.0541093,17,31,69,0,0,,41.795833,1.95585,27.646299
vehicledataset,1636540886613000000,-0.062135685,-0.13415937,1.3484298,22,33,64,0,0,,41.795833,1.95585,27.550453
vehicledataset,1636540887613000000,-0.11853389,-0.065675832,0.81008332,20,35,71,0,0,,41.79605,1.9558167,27.502531
vehicledataset,1636540888613000000,-0.3206885,0.18774987,0.93130284,21,35,65,0,0,,41.79605,1.9558167,27.454609
vehicledataset,1636540889613000000,-0.49208045,-0.098025452,0.90627766,20,34,65,0,0,,41.796317,1.95575,27.502531
vehicledataset,1636540890613000000,-0.51466414,0.019775994,0.71132542,22,31,68,0,0,,41.796317,1.95575,27.358763
vehicledataset,1636540891613000000,0.48634297,-0.19129002,1.6936552,18,33,65,0,0,,41.796517,1.9557333,27.550453
vehicledataset,1636540892613000000,-0.15771966,-0.092410047,0.28052614,19,39,66,0,0,,41.796517,1.9557333,27.550453
vehicledataset,1636540893613000000,0.032227546,0.20618305,1.1217383,19,32,65,0,0,,41.796717,1.9557167,27.550453
vehicledataset,1636540894613000000,0.021973327,0.13122959,1.1493271,21,35,65,0,0,,41.796717,1.9557167,27.646299
vehicledataset,1636540895613000000,-0.38111515,0.10730308,1.0788903,21,34,70,0,0,,41.7969,1.9556833,27.790068
vehicledataset,1636540896613000000,-0.31543931,0.13452559,1.0365307,19,34,66,0,0,,41.7971,1.95565,27.694221
vehicledataset,1636540897613000000,-0.020752586,-0.13074129,1.0777917,14,32,67,0,0,,41.7971,1.95565,27.646299
vehicledataset,1636540898613000000,0.094363231,0.071413312,1.0845058,11,27,70,0,0,,41.7973,1.9555833,27.790068
vehicledataset,1636540899613000000,-0.28943754,0.01782281,0.94497513,15,30,70,0,0,,41.7973,1.9555833,27.550453
vehicledataset,1636540900613000000,0.064821314,0.25318155,1.3086337,11,29,64,0,0,,41.797467,1.9554833,27.694221
vehicledataset,1636540901613000000,-0.29187902,0.0073244423,1.1780145,6,26,65,0,0,,41.797467,1.9554833,27.694221
vehicledataset,1636540902613000000,-0.17688528,-0.034791101,1.147496,8,29,65,0,0,,41.797617,1.9553333,27.885914
vehicledataset,1636540903613000000,-0.2755211,-0.17175817,0.73293252,16,32,67,0,0,,41.797617,1.9553333,27.83799
vehicledataset,1636540904613000000,-0.043092135,-0.12121952,1.0232246,16,21,72,0,0,,41.797767,1.9552167,27.790068
vehicledataset,1636540905613000000,0.11987671,0.003173925,0.9606006,8,16,76,0,0,,41.797767,1.9552167,27.98176
vehicledataset,1636540906613000000,-0.045777764,-0.014526811,1.0583819,-3,9,70,0,0,,41.797883,1.9551167,27.790068
vehicledataset,1636540907613000000,-0.12891018,0.13122959,1.0180975,-4,11,69,0,0,,41.797883,1.9551167,27.646299
vehicledataset,1636540908613000000,-0.19336528,-0.0067140721,0.97000031,-3,9,68,0,0,,41.797933,1.95495,27.83799
vehicledataset,1636540909613000000,0.063600574,0.034302805,1.0115055,-6,9,64,0,0,,41.797933,1.95495,27.98176
vehicledataset,1636540910613000000,-0.16040529,-0.10632649,1.2129276,-1,15,61,0,0,,41.797983,1.9548333,27.885914
vehicledataset,1636540911613000000,-0.20728172,-0.063112278,0.97024445,2,19,72,0,0,,41.797983,1.9548333,28.077606
vehicledataset,1636540912613000000,-0.084719382,0.017456587,1.2836085,2,22,68,0,0,,41.798033,1.9547167,27.694221
vehicledataset,1636540913613000000,-0.20935698,0.015381329,1.0762047,3,23,71,0,0,,41.798033,1.9547167,27.98176
vehicledataset,1636540914613000000,-0.23584704,-0.022217475,0.89187292,1,22,68,0,0,,41.798067,1.9546333,27.885914
vehicledataset,1636540915613000000,-0.25611133,0.046388134,1.0127262,-3,19,73,0,0,,41.798067,1.9546333,27.98176
vehicledataset,1636540916613000000,-0.051026948,-0.00012207404,0.90969573,-1,18,72,0,0,,41.798083,1.9546333,28.029682
vehicledataset,1636540917613000000,0.067140721,0.047120579,1.1516465,0,19,68,0,0,,41.798083,1.9546333,28.17345
vehicledataset,1636540918613000000,-0.022339549,-0.11279641,1.1924192,7,17,72,0,0,,41.798083,1.9546167,27.98176
vehicledataset,1636540919613000000,-0.041749321,0.10522782,1.380047,8,-2,81,0,0,,41.798083,1.9546167,28.17345
vehicledataset,1636540920613000000,0.1612598,0.079958495,1.3700369,2,-21,80,0,0,,41.798117,1.9545833,27.83799
vehicledataset,1636540921613000000,0.17200232,0.18420972,0.72939238,-1,-23,73,0,0,,41.798117,1.9545833,27.885914
vehicledataset,1636540922613000000,0.25598926,-0.11816767,0.62892544,-1,-19,71,0,0,,41.79815,1.9544833,27.885914
vehicledataset,1636540923613000000,0.20862453,0.11804559,1.0077212,0,-19,73,0,0,,41.79815,1.9544833,28.029682
vehicledataset,1636540924613000000,0.26526688,-0.02478103,1.1902219,2,-20,69,0,0,,41.798133,1.9543667,28.077606
vehicledataset,1636540925613000000,-0.27723014,0.074831385,1.0022279,-1,-17,70,0,0,,41.798133,1.9543667,27.98176
vehicledataset,1636540926613000000,0.34534745,-0.058473464,0.99246193,4,-22,73,0,0,,41.798083,1.9542,28.077606
vehicledataset,1636540927613000000,-0.23950926,0.0091555528,1.1861934,-1,-21,76,0,0,,41.798083,1.9542,28.17345
vehicledataset,1636540928613000000,0.021973327,-0.097415082,1.246498,-2,-18,69,0,0,,41.798033,1.954,28.029682
vehicledataset,1636540929613000000,0.12561419,-0.12732322,0.98062075,2,-16,76,0,0,,41.798033,1.954,28.317219
vehicledataset,1636540930613000000,-0.30591754,0.15784173,0.75649281,1,-17,68,0,0,,41.797967,1.9538,27.885914
vehicledataset,1636540931613000000,-0.19458602,-0.12488174,1.1308939,0,-22,74,0,0,,41.797967,1.9538,27.83799
vehicledataset,1636540932613000000,-0.060182501,-0.10364086,1.0680258,1,-18,76,0,0,,41.797883,1.9536,28.029682
vehicledataset,1636540933613000000,-0.13940855,-0.010010071,0.92996002,2,-20,77,0,0,,41.797883,1.9536,28.029682
vehicledataset,1636540934613000000,-0.043946654,-0.068239387,0.97634816,6,-15,71,0,0,,41.7978,1.9533833,28.317219
vehicledataset,1636540935613000000,-0.36304819,0.025757622,0.74123356,2,-17,72,0,0,,41.797733,1.9532,28.317219
vehicledataset,1636540936613000000,0.065431684,0.14636677,0.83181249,1,-19,75,0,0,,41.797733,1.9532,28.221375
vehicledataset,1636540937613000000,0.17737358,0.056276131,1.2922758,-1,-19,72,0,0,,41.797683,1.9530333,28.317219
vehicledataset,1636540938613000000,-0.17505417,-0.009643849,0.71803949,-1,-20,74,0,0,,41.797683,1.9530333,28.221375
vehicledataset,1636540939613000000,-0.041627247,0.058229316,1.1332133,2,-18,74,0,0,,41.797633,1.9529,28.077606
vehicledataset,1636540940613000000,-0.076052126,-0.21143223,1.0958586,1,-18,72,0,0,,41.797633,1.9529,28.17345
vehicledataset,1636540941613000000,0.32935575,-0.21973327,1.375164,0,-20,74,0,0,,41.797617,1.95275,28.317219
vehicledataset,1636540942613000000,0.25855281,0.095950194,1.1089206,-3,-19,73,0,0,,41.797617,1.95275,28.17345
vehicledataset,1636540943613000000,0.079103977,0.036622211,0.94155705,-2,-19,69,0,0,,41.797583,1.9525833,28.221375
vehicledataset,1636540944613000000,-0.010376293,0.055787835,1.1465194,0,-16,68,0,0,,41.797583,1.9525833,28.221375
vehicledataset,1636540945613000000,-0.13391522,0.07165746,1.0117496,-3,-21,73,0,0,,41.797517,1.9524,28.221375
vehicledataset,1636540946613000000,0.097293008,-0.039796136,1.0896329,-1,-23,70,0,0,,41.797517,1.9524,28.317219
vehicledataset,1636540947613000000,-0.053224281,0.069704276,1.0561846,2,-21,70,0,0,,41.797433,1.9522333,28.365143
vehicledataset,1636540948613000000,-0.074831385,0.52345347,0.74965667,2,-20,75,0,0,,41.797433,1.9522333,28.077606
vehicledataset,1636540949613000000,0.012573626,0.034180731,0.91848506,1,-20,71,0,0,,41.797367,1.9520167,28.221375
vehicledataset,1636540950613000000,-0.17224647,0.020508438,0.91018403,-2,-20,70,0,0,,41.797367,1.9520167,28.365143
vehicledataset,1636540951613000000,0.22510453,0.028931547,1.3469649,-2,-15,69,0,0,,41.7973,1.9518,28.317219
vehicledataset,1636540952613000000,0.032105472,0.027832881,1.2690817,-4,-21,72,0,0,,41.7973,1.9518,27.98176
vehicledataset,1636540953613000000,0.34705649,-0.21814631,1.1979125,1,-20,71,0,0,,41.797217,1.9515667,28.077606
vehicledataset,1636540954613000000,0.07678457,-0.11865596,0.98147526,-2,-20,76,0,0,,41.797217,1.9515667,28.317219
vehicledataset,1636540955613000000,-0.066164129,0.0075685904,1.1870479,-2,-22,71,0,0,,41.797117,1.95135,28.508911
vehicledataset,1636540956613000000,-0.036133915,0.093752861,1.1031831,1,-18,71,0,0,,41.797117,1.95135,28.077606
vehicledataset,1636540957613000000,0.019531846,0.15405744,0.97500534,-1,-18,67,0,0,,41.797,1.9511167,28.221375
vehicledataset,1636540958613000000,-0.070192572,0.15637684,1.3248695,1,-22,69,0,0,,41.797,1.9511167,28.077606
vehicledataset,1636540959613000000,-0.2882168,0.054200873,1.1550645,0,-18,71,0,0,,41.796883,1.9508667,28.17345
vehicledataset,1636540960613000000,-0.019165624,0.060182501,1.1667837,-1,-18,73,0,0,,41.796883,1.9508667,28.221375
vehicledataset,1636540961613000000,0.0039063692,0.1866512,1.1103854,1,-20,69,0,0,,41.79675,1.9506333,28.365143
vehicledataset,1636540962613000000,-0.11181982,0.25794244,0.97463912,0,-19,72,0,0,,41.79675,1.9506333,28.365143
vehicledataset,1636540963613000000,-0.035645619,0.12170782,1.2056032,-1,-22,74,0,0,,41.796667,1.9504167,28.221375
vehicledataset,1636540964613000000,-0.1109653,0.23303934,0.58595538,1,-19,77,0,0,,41.796667,1.9504167,28.077606
vehicledataset,1636540965613000000,-0.26013977,0.10925626,1.4449904,3,-22,72,0,0,,41.796583,1.9502167,28.317219
vehicledataset,1636540966613000000,0.49501022,0.25098422,0.23474837,-1,-17,72,0,0,,41.796583,1.9502167,28.365143
vehicledataset,1636540967613000000,0.071779534,0.070802942,0.61964782,-2,-19,67,0,0,,41.796483,1.9500667,28.317219
vehicledataset,1636540968613000000,-0.05261391,-0.061647389,1.1213721,3,-19,71,0,0,,41.796483,1.9500667,28.317219
vehicledataset,1636540969613000000,0.052858058,0.20728172,0.74709311,2,-19,73,0,0,,41.796417,1.9499167,28.556833
vehicledataset,1636540970613000000,-0.16626484,-0.14685507,1.0910978,-2,-19,73,0,0,,41.79635,1.9497333,28.365143
vehicledataset,1636540971613000000,-0.10425123,0.16040529,0.99746696,-3,-20,74,0,0,,41.79635,1.9497333,28.365143
vehicledataset,1636540972613000000,-0.1838435,0.038331248,0.85793634,0,-16,67,0,0,,41.796267,1.9495833,28.365143
vehicledataset,1636540973613000000,0.029419843,0.19080172,1.0034486,-1,-20,72,0,0,,41.796267,1.9495833,28.556833
vehicledataset,1636540974613000000,-0.14966277,0.1716361,1.1123386,-1,-17,75,0,0,,41.796167,1.9494167,28.508911
vehicledataset,1636540975613000000,-0.22840052,-0.06469924,0.98110904,-2,-19,73,0,0,,41.796167,1.9494167,28.317219
vehicledataset,1636540976613000000,-0.27100436,0.075930052,0.81875057,1,-22,71,0,0,,41.79605,1.94925,28.413065
vehicledataset,1636540977613000000,-0.091555528,0.069338054,1.2460097,2,-15,75,0,0,,41.79605,1.94925,28.317219
vehicledataset,1636540978613000000,-0.25684378,0.33777886,0.90591144,-1,-17,73,0,0,,41.795967,1.9490833,28.365143
vehicledataset,1636540979613000000,-0.22363964,0.14075137,1.131016,-2,-19,75,0,0,,41.795967,1.9490833,28.508911
vehicledataset,1636540980613000000,-0.22656941,-0.080813013,1.0353099,3,-21,74,0,0,,41.7959,1.9489,28.365143
vehicledataset,1636540981613000000,-0.30872524,0.076906644,1.027253,2,-18,75,0,0,,41.7959,1.9489,28.077606
vehicledataset,1636540982613000000,-0.33484909,-0.03295999,0.95730461,3,-18,77,0,0,,41.79585,1.9488,28.317219
vehicledataset,1636540983613000000,-0.052735984,0.025757622,0.99624622,3,-21,76,0,0,,41.79585,1.9488,28.029682
vehicledataset,1636540984613000000,0.026856288,0.011352886,1.0346995,5,-23,76,0,0,,41.795817,1.9487833,28.317219
vehicledataset,1636540985613000000,0.065065462,-0.0025635548,1.0594806,8,-27,73,0,0,,41.795817,1.9487833,28.556833
vehicledataset,1636540986613000000,0.12060915,0.01965392,0.68776513,23,-28,81,0,0,,41.795817,1.9487667,28.221375
vehicledataset,1636540987613000000,0.10827967,-0.063966796,1.388226,51,-28,66,0,0,,41.795817,1.9487667,28.604755
vehicledataset,1636540988613000000,-0.036988433,0.18152409,0.8948027,64,-20,60,0,0,,41.7958,1.9487333,28.413065
vehicledataset,1636540989613000000,0.14783166,0.080446791,0.87002167,66,-3,64,0,0,,41.7958,1.9487333,28.221375
vehicledataset,1636540990613000000,-0.11951048,0.09582812,0.96865749,55,4,72,0,0,,41.795767,1.9487333,28.365143
vehicledataset,1636540991613000000,-0.27588733,0.016724143,1.0345775,57,7,72,0,0,,41.795767,1.9487333,28.413065
vehicledataset,1636540992613000000,-0.051637318,0.012939848,0.99124119,54,5,75,0,0,,41.79575,1.9487833,28.508911
vehicledataset,1636540993613000000,-0.19080172,0.01147496,1.3230384,60,5,68,0,0,,41.79575,1.9487833,28.413065
vehicledataset,1636540994613000000,0.13147374,-0.15527818,0.87185278,58,10,68,0,0,,41.795767,1.9488667,28.077606
vehicledataset,1636540995613000000,-0.12439344,0.0045167394,1.1222266,54,10,70,0,0,,41.795767,1.9488667,28.221375
vehicledataset,1636540996613000000,-0.03173925,0.0072023682,0.71132542,55,6,74,0,0,,41.795767,1.94895,28.317219
vehicledataset,1636540997613000000,-0.015137181,-0.11462752,1.0462966,58,7,66,0,0,,41.795767,1.94895,28.077606
vehicledataset,1636540998613000000,0.11828974,-0.11633656,0.89980773,55,10,69,0,0,,41.795783,1.9490333,28.413065
vehicledataset,1636540999613000000,0.42945647,-0.060548723,0.66103092,55,8,68,0,0,,41.795783,1.9490333,28.221375
vehicledataset,1636541000613000000,-0.095339824,-0.048341319,0.79165014,56,8,69,0,0,,41.795817,1.9491333,28.365143
vehicledataset,1636541001613000000,-0.14380322,-0.30457472,1.2128056,55,7,74,0,0,,41.795817,1.9491333,28.317219
vehicledataset,1636541002613000000,0.098757897,0.21790216,0.992584,53,9,72,0,0,,41.795867,1.9492333,28.365143
vehicledataset,1636541003613000000,-0.26770837,0.17761773,0.69399091,55,7,70,0,0,,41.795867,1.9492333,28.17345
vehicledataset,1636541004613000000,0.009765923,-0.063722648,0.51637318,58,7,69,0,0,,41.795867,1.9493833,28.317219
vehicledataset,1636541005613000000,-0.068117313,0.17078158,1.1324808,56,8,73,0,0,,41.795883,1.94955,28.365143
vehicledataset,1636541006613000000,-0.34852138,0.15308084,0.74025697,54,9,73,0,0,,41.795883,1.94955,28.365143
vehicledataset,1636541007613000000,-0.39857173,-0.00048829615,0.70644246,55,11,73,0,0,,41.795933,1.9497333,28.508911
vehicledataset,1636541008613000000,0.01843318,0.098879971,0.95474105,54,10,72,0,0,,41.795933,1.9497333,28.317219
vehicledataset,1636541009613000000,0.020386364,-0.083864864,0.91396832,53,10,74,0,0,,41.795983,1.9499167,28.508911
vehicledataset,1636541010613000000,-0.10449538,-0.1777398,1.1681265,52,10,73,0,0,,41.795983,1.9499167,28.365143
vehicledataset,1636541011613000000,-0.21594897,0.24390393,0.4476455,56,9,72,0,0,,41.796,1.9500833,28.365143
vehicledataset,1636541012613000000,-0.16284677,-0.13293863,0.9328898,51,10,71,0,0,,41.796,1.9500833,28.413065
vehicledataset,1636541013613000000,-0.17969298,0.023804437,1.0856044,57,8,64,0,0,,41.796017,1.95025,28.365143
vehicledataset,1636541014613000000,-0.26697592,-0.064821314,0.62086856,62,5,72,0,0,,41.796017,1.95025,28.413065
vehicledataset,1636541015613000000,0.01904355,0.093142491,0.99588,58,10,70,0,0,,41.79605,1.9504333,28.556833
vehicledataset,1636541016613000000,-0.015381329,0.1391644,0.9450972,63,8,68,0,0,,41.79605,1.9504333,28.317219
vehicledataset,1636541017613000000,-0.049317911,-0.013794366,1.1373638,58,11,71,0,0,,41.796067,1.9506167,28.413065
vehicledataset,1636541018613000000,0.14648885,-0.0072023682,1.2296518,58,12,74,0,0,,41.796067,1.9506167,28.556833
vehicledataset,1636541019613000000,-0.034302805,0.092165899,1.2117069,57,7,68,0,0,,41.7961,1.9507833,28.413065
vehicledataset,1636541020613000000,-0.097537156,0.19080172,0.72658467,58,6,66,0,0,,41.7961,1.9507833,28.413065
