X_RMS,X_MEAN,X_MAX,X_MIN,Y_RMS,Y_MEAN,Y_MAX,Y_MIN,Z_RMS,Z_MEAN,Z_MAX,Z_MIN
0.281022525747238,-0.2774389646,-0.22521973,-0.36071777,0.650207027694682,0.6453637662,0.779541,0.529541,0.809406210967858,0.807885747,0.88964844,0.736084
0.275341842421586,-0.274379883,-0.24035645,-0.32958984,0.5851107906341,0.5831787098,0.71643066,0.5175781,0.886504744588073,0.8820385754,1.0209961,0.74279785
0.188723270747887,-0.1869726562,-0.11425781,-0.24194336,0.553843085449023,0.5523364216,0.6290283,0.45336914,0.910294562576117,0.9076367158,1.0302734,0.79052734
0.142795335896113,-0.12976806668,-0.045776367,-0.2368164,0.374863045002584,0.363857422,0.48242188,0.1854248,1.00387717036278,1.0005981476,1.1477051,0.84143066
0.138094781109531,-0.1313769527,-0.07861328,-0.20654297,0.297592515299907,0.2824194328,0.45446777,0.15588379,1.04257175703885,1.0385693288,1.1556396,0.857666
0.0608986365198965,-0.0525341797382,0.013183594,-0.11743164,0.157582096691347,0.13247314448,0.32226562,0.022460938,1.0454135875579,1.0419433656,1.1533203,0.8614502
0.0426917600589605,-0.028552246288,0.064575195,-0.07385254,0.110735032004602,0.092841797252,0.14575195,-0.1081543,1.09954853870015,1.0970434592,1.1940918,0.9371338
0.169446838565141,0.16304687568,0.25769043,0.07287598,0.169807086815284,-0.16809570332,-0.123291016,-0.20373535,1.08810963467666,1.0860327162,1.1677246,0.9683838
0.369864019798202,0.3559692388,0.54052734,0.21264648,0.422706798210944,-0.3738085958,-0.15515137,-0.70080566,1.0546686673713,1.0534057674,1.1170654,0.93115234
0.480774475307088,0.4792626946,0.5501709,0.42700195,0.395802449923771,-0.3704321282,-0.19628906,-0.673584,1.06610788910541,1.0626269494,1.2337646,0.9790039
0.605430367333385,0.6029980458,0.7315674,0.50805664,0.555474140242175,-0.5537011712,-0.45495605,-0.62561035,0.774850295191192,0.7391796854,1.1137695,0.29675293
1.01434887296481,1.008781736,1.1414795,0.73547363,0.460112272591291,-0.4314233376,-0.064697266,-0.6524658,0.171646787554672,0.063154297566,0.31628418,-0.18005371
0.830832925695806,0.8273266598,0.95751953,0.7264404,0.187824560009057,-0.07165283169,0.17541504,-0.3812256,0.742250244179687,0.714243164,1.0065918,0.32641602
0.779289867437647,0.7748559598,0.9387207,0.63708496,0.170594944091226,-0.061562499986,0.16320801,-0.32958984,0.52564445589951,0.45500732644,0.7718506,0.020263672
0.51221858096197,0.4938940414,0.66296387,0.2927246,0.275208417788327,0.18668701202,0.5201416,-0.05908203,0.544380758637269,0.49960204862,0.80078125,0.10412598
0.14007776296069,0.00736572267599997,0.38134766,-0.1763916,0.21750412906292,0.1983203124,0.33422852,0.026855469,1.15862516273409,1.1247265636,1.390625,0.49230957
0.231251657167045,-0.20279052668,-0.044433594,-0.38659668,0.16074770938336,0.121101074118,0.26330566,-0.059936523,0.981031731704698,0.9674218782,1.3707275,0.7602539
0.418362347725959,-0.4056127916,-0.26184082,-0.529541,0.0632574059915722,0.043359375,0.107666016,-0.04638672,0.793957831830857,0.7755932624,1.0430908,0.4934082
0.626767169058316,-0.6237792956,-0.47888184,-0.69873047,0.0515551707206882,-0.0037451172132,0.06323242,-0.1459961,0.814848415159613,0.8002319334,1.168335,0.63952637
0.715846011167558,-0.714748531,-0.64990234,-0.81799316,0.157938300149331,-0.15073974632,-0.06628418,-0.2253418,1.08103362177691,1.0617163112,1.5424805,0.8125
0.591845951770971,-0.5709350598,-0.32263184,-0.8395996,0.101274915489612,-0.0714672855,0.07067871,-0.22094727,1.18732511400811,1.180361326,1.5430908,1.0480957
0.197085624427329,-0.161008300792,0.026000977,-0.33569336,0.157549505110737,-0.110373535913,0.053222656,-0.32800293,1.18092101343747,1.1727490202,1.4101562,0.93811035
0.119061377084225,-0.096330566474,0.0076904297,-0.22131348,0.163177980212172,0.104470214586,0.31640625,-0.092163086,1.07345676420115,1.069431147,1.184082,0.7747803
0.312877469413117,0.23032470778,0.5723877,-0.13415527,0.444282448173724,-0.226020509,0.32800293,-0.7841797,0.801832802340458,0.7840429712,1.1243896,0.58203125
0.295682626792967,0.2580078136,0.5374756,0.09082031,0.468717564522164,-0.4473071292,-0.2565918,-0.78564453,0.983590802097414,0.9749511674,1.1320801,0.69836426
0.305227326285504,0.300427246,0.3779297,0.18664551,0.819441304049011,-0.812460938,-0.5423584,-0.9671631,0.795308574778642,0.787890628,0.9375,0.51989746
0.297321571438934,0.289125976,0.43432617,0.19885254,0.661259040749112,-0.642578126,-0.3713379,-0.8527832,0.532080543737872,0.511887208,0.77233887,0.30603027
0.286293236366713,0.281259765,0.38549805,0.16589355,1.00726003994452,-0.9989550824,-0.807251,-1.210083,0.458810109206637,0.4527026378,0.59936523,0.28771973
0.197024578201593,0.17017089756,0.3326416,-0.022460938,0.906829330245211,-0.8890942426,-0.6628418,-1.2032471,0.315762956691626,0.3010424796,0.4230957,0.08300781
0.211699439952919,0.19244628848,0.3585205,0.052856445,0.941670395191378,-0.9291088862,-0.6188965,-1.1790771,0.436868130147047,0.3816650383712,0.6756592,-0.022338867
0.266747355778011,0.25361083986,0.37268066,0.088012695,1.02342417035509,-1.0046044968,-0.63757324,-1.3076172,0.516791259832861,0.48472412,0.69384766,0.01977539
0.356669415246293,0.3447509758,0.50183105,0.19641113,0.842842780712397,-0.8341577186,-0.6357422,-1.005127,0.502025838456283,0.4557299791,0.7331543,0.09875488
0.35284065096725,0.272167969876,0.69091797,-0.017578125,0.781563989202196,-0.723977053,-0.30200195,-1.2191162,0.679165788219832,0.625227049,0.9769287,0.15881348
0.542866631709223,0.4920019542,0.8984375,0.17785645,0.876871490753159,-0.8086962876,-0.1829834,-1.3862305,0.563155754622641,0.47167236232,0.946167,-0.1484375
0.471361714199318,0.42775390754,0.6640625,0.072631836,0.853767990433102,-0.808229978,-0.22912598,-1.1505127,1.01395727660734,0.9136547846,1.6162109,0.18127441
0.519452386420738,0.5116650394,0.6444092,0.33276367,0.677294889640643,-0.6350708002,-0.2854004,-0.98254395,0.714908456514554,0.698666992,0.9970703,0.50354004
0.506746641901824,0.497934571,0.6654053,0.33276367,0.534846596229769,-0.5105590814,-0.29785156,-0.8770752,0.94605636399684,0.9172900392,1.3991699,0.5963135
0.226430202300424,0.10277099616,0.47192383,-0.27172852,0.301212933435059,0.011511230594,0.5192871,-0.5386963,0.86212769378155,0.8190698256,1.3056641,0.39501953
0.245224120156713,-0.19736816408,-0.011108398,-0.5645752,0.450504921563878,0.00304443400999998,0.6131592,-0.7336426,1.16694248824965,1.0735253898,1.7866211,0.5305176
0.434967211033613,-0.4232080082,-0.3034668,-0.6121826,0.346561360524471,0.278408203238,0.6715088,-0.01928711,0.789168929214479,0.7757128912,1.001831,0.51501465
0.545173951982156,-0.5416015656,-0.39709473,-0.6390381,0.370761405971285,0.361623534,0.5284424,0.24938965,0.759065055883594,0.7492187512,0.9211426,0.6011963
0.69199730834503,-0.6866064472,-0.5621338,-0.81848145,0.34970537309292,0.3375122068,0.50964355,0.21704102,0.711644686026382,0.6959350586,0.9244385,0.47827148
0.675710263232727,-0.6707812522,-0.43103027,-0.77197266,0.277802455528334,0.2591333006,0.41345215,0.009521484,0.889996429789575,0.8861157222,1.048584,0.75927734
0.521251841480527,-0.5156494112,-0.38989258,-0.6442871,0.290499863003404,0.2019531263108,0.5332031,-0.05480957,1.11354803529634,1.0880957032,1.4221191,0.7376709
0.260839513708472,-0.2513159186,-0.14685059,-0.4169922,0.19276924355815,0.18182617214,0.26538086,-0.008911133,1.05508878440338,1.040363771,1.2751465,0.68029785
0.0466095047739491,0.0041235350548,0.0748291,-0.12695312,0.0909289147039828,0.059333496082,0.17871094,-0.07739258,1.24440498670185,1.2312744052,1.5518799,0.9616699
0.277042681300971,0.25114013634,0.39111328,0.042236328,0.108523911626521,-0.03254638698,0.16186523,-0.15393066,1.05331861246004,1.0508251898,1.1496582,0.95458984
0.328279209469635,0.30557128912,0.46728516,0.09265137,0.131049003748563,-0.058076171816,0.15270996,-0.21276855,0.966259648681866,0.964106448,1.104126,0.8748779
0.0810437887367556,0.066401367216,0.13830566,-0.014892578,0.138986628172517,-0.0011181638384,0.20166016,-0.2545166,0.813959091767079,0.7848437508,1.1485596,0.4473877
0.0657252480173593,-0.010529784752,0.08911133,-0.11755371,0.0982930444996054,-0.071845703316,0.07312012,-0.17016602,0.894045060487752,0.8410791018,1.3170166,0.43078613
0.0974964145258443,-0.0832958984,0.0126953125,-0.16394043,0.109191287063988,-0.00247314453620003,0.1673584,-0.17077637,1.38456174009433,1.3583447264,1.8414307,0.85705566
0.12540679052695,0.1138867187,0.1854248,0.006591797,0.12510452844126,-0.073232421672,0.10632324,-0.22192383,1.15422310835621,1.1315112314,1.4812012,0.71520996
0.126659596747828,0.086774901844,0.28466797,-0.04272461,0.299730982745994,-0.22482666046,0.1776123,-0.5500488,1.27629381578041,1.2570825166,1.5828857,0.67626953
0.17900217546273,0.070568847945,0.34277344,-0.18737793,0.478909273066984,-0.33398925697,0.19177246,-0.8901367,1.2153535234815,1.1575903356,1.666626,0.6031494
0.377558257210003,0.22700927742,0.8392334,-0.19580078,0.752703457753186,-0.68358642862,0.16552734,-0.9567871,0.726908913735016,0.53931640646,1.2098389,-0.16186523
0.723169313725778,0.7183935546,0.86828613,0.6121826,0.590579077881522,-0.5689453116,-0.20959473,-0.9213867,0.447440868334064,0.30023681711,0.7067871,-0.16760254
0.670800019950808,0.6672241236,0.7714844,0.5175781,0.436178341208382,-0.4224609378,-0.18115234,-0.545166,0.611439320644825,0.5866918928,0.8778076,0.28479004
0.556449449786176,0.547424316,0.7615967,0.4519043,0.687924470064047,-0.6780200196,-0.47827148,-0.90393066,0.613532583190819,0.5590600588,0.84313965,0.16784668
0.509604408478771,0.4883813486,0.74328613,0.3293457,0.567495714464167,-0.5435717778,-0.3590088,-0.89282227,0.92341722309442,0.8698168936,1.2297363,0.28149414
0.508812557925089,0.5060253916,0.6405029,0.4260254,0.750822615132073,-0.7314843736,-0.4510498,-0.9349365,0.715067637079843,0.7072607422,0.9390869,0.5653076
0.47385791097388,0.4613720696,0.6253662,0.30810547,0.543072735965513,-0.5361621072,-0.4260254,-0.6639404,0.850487355923546,0.8466284194,0.96777344,0.6208496
0.382382960896185,0.3788012692,0.46643066,0.27770996,0.538398589174322,-0.5281567402,-0.4152832,-0.7233887,0.808682182923918,0.8073486326,0.91101074,0.7364502
0.31652612926972,0.3125463872,0.3963623,0.17346191,0.502066887292524,-0.4938818352,-0.34057617,-0.6845703,0.846596790934304,0.8442407248,0.9493408,0.7067871
0.253927715205839,0.2483666992,0.33093262,0.15466309,0.624448910383249,-0.6027343764,-0.41394043,-0.9925537,0.864355786337996,0.8478808622,1.2120361,0.6694336
